# Files Changed in Phase T1

| File Path | Bytes | SHA-256 |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/12-ci-e-branches.txt` | 15732 | `sha256:189cdc4a27dace87e45e93af13fdd089292a9ec5ad7732e0d2971beffa352840` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/12-mutacao-cobertura.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/12-mutacao-cobertura.txt` | 4773 | `sha256:bcc79e8caab3f457cf9bc3666e238696c6b77f4e0102db4c91989f665336bd98` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/pytest.xml` | 62902 | `sha256:5be3f0ccc9da868aed9fa4f2ca5dd4e09309fa15512732205fe67d545f4f65ab` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/scratch/.seq_state` | 2 | `sha256:e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/scratch/runner.py` | 2983 | `sha256:c80b9ba065241c984be99fd4ac8de0230f2c5efa8ee058638e1f8de5a4813e3d` |
| `src/youtube_clipper/pipeline.py` | 7202 | `sha256:0f128dbf58987720fa6fd233f3f34d6604a33510b0ba4cbfeeb56682cd67c4d3` |
| `src/youtube_clipper/processor.py` | 6223 | `sha256:2ea9ce6d9121e96bfe41474c90a35a4ad951fb8fa398c6d5f32fc3a4234d041d` |
| `tests/conftest.py` | 24414 | `sha256:db2492b72e416ed5ef7a8fb6acad198a03f8422d2a132dd57b90891b1671aa3a` |
| `tests/test_e2e_downloader.py` | 11589 | `sha256:d4e269a5119680723c26e4d91dc7b1018a39b3aa08742019ea02c3bf0dffa02d` |
| `tests/test_e2e_pipeline.py` | 25085 | `sha256:6785e1a29ff0f0f6e0f1cdcc100582ab0d78ebd6833c8eb046a128d80f78c429` |
| `tests/test_e2e_processor.py` | 10719 | `sha256:0a17782160daa8dc5de16fc09b55c5a0c48473a85d00fabcce2f7e4121bf344e` |
| `tests/test_e2e_scenarios.py` | 14133 | `sha256:588d342de620307f425f23c0a566226511fd8fc2440838c2becb2a387d510b0b` |
| `tests/test_processor.py` | 14531 | `sha256:fc35e985d39959257dd245b840447e5f80d5255d7c99505f15f7bf3851906b91` |
| `tests/test_regression_media.py` | 8213 | `sha256:b0f07a7981266fb12d418ba90a35c0e526e7a8b33d15f7ceef4a4cba3472a056` |
